id,nom,description,tarif,date,id_auteur,matiere,niveau_etude_min,niveau_etude_max
48,Cours de anglais,"Phasellus malesuada, sem non sollicitudin pharetra, purus ligula blandit odio, cursus sodales sapien justo sed massa. Aliquam suscipit venenatis lacinia. In hac habitasse platea dictumst. Morbi sagittis luctus risus, sed suscipit dui tempus eu. Phasellus a arcu ultricies, facilisis purus in, cursus erat. Sed augue dui, pretium ac nisi interdum, iaculis accumsan eros. Nulla euismod augue in nisi ultricies pulvinar. Maecenas eu leo sed enim dignissim semper sit amet quis sapien. Nulla sollicitudin urna eu leo consequat, ac ullamcorper diam rutrum. Sed quis suscipit metus.",32,2015-02-12,517,anglais,18,18
49,Cours de physique,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",30,2014-01-29,29,physique,18,18
50,Cours de économie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praesent vitae arcu urna. Nulla faucibus quam vitae porttitor euismod. Etiam non bibendum magna, eu consequat metus. Nulla facilisi. Quisque in tincidunt dui. Ut id facilisis erat. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Curabitur dapibus quam magna. Vestibulum maximus ante quis augue dapibus pharetra. Aenean gravida nulla leo, non congue erat bibendum ac. In tempus non ipsum sed euismod.",25,2014-07-21,312,économie,12,12
51,Cours de physique,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",30,2015-08-11,395,physique,18,18
52,Cours de physique,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",19,2014-07-28,432,physique,5,5
53,Cours de math,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",30,2016-12-25,985,math,18,18
54,Cours de chimie,"Phasellus malesuada, sem non sollicitudin pharetra, purus ligula blandit odio, cursus sodales sapien justo sed massa. Aliquam suscipit venenatis lacinia. In hac habitasse platea dictumst. Morbi sagittis luctus risus, sed suscipit dui tempus eu. Phasellus a arcu ultricies, facilisis purus in, cursus erat. Sed augue dui, pretium ac nisi interdum, iaculis accumsan eros. Nulla euismod augue in nisi ultricies pulvinar. Maecenas eu leo sed enim dignissim semper sit amet quis sapien. Nulla sollicitudin urna eu leo consequat, ac ullamcorper diam rutrum. Sed quis suscipit metus.",28,2014-02-26,636,chimie,18,18
55,Cours de art plastique,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",31,2016-07-01,207,art plastique,18,18
56,Cours de histoire,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praesent vitae arcu urna. Nulla faucibus quam vitae porttitor euismod. Etiam non bibendum magna, eu consequat metus. Nulla facilisi. Quisque in tincidunt dui. Ut id facilisis erat. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Curabitur dapibus quam magna. Vestibulum maximus ante quis augue dapibus pharetra. Aenean gravida nulla leo, non congue erat bibendum ac. In tempus non ipsum sed euismod.",11,2016-02-25,721,histoire,1,1
57,Cours de musique,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praesent vitae arcu urna. Nulla faucibus quam vitae porttitor euismod. Etiam non bibendum magna, eu consequat metus. Nulla facilisi. Quisque in tincidunt dui. Ut id facilisis erat. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Curabitur dapibus quam magna. Vestibulum maximus ante quis augue dapibus pharetra. Aenean gravida nulla leo, non congue erat bibendum ac. In tempus non ipsum sed euismod.",29,2015-09-30,644,musique,18,18
58,Cours de histoire,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Morbi vel tincidunt metus, id aliquam quam. Ut vulputate sodales luctus. Etiam et tellus in mauris placerat dignissim sed sit amet orci. Maecenas sodales vitae mi quis efficitur. Praesent ultricies ultricies mauris sit amet bibendum. Nam pharetra consequat odio consequat tincidunt. Nullam vel tortor ut dui sollicitudin hendrerit quis sed lectus. Etiam rhoncus ullamcorper ullamcorper. Curabitur sagittis consequat odio, eu interdum lorem porttitor non.",15,2016-01-20,467,histoire,4,4
59,Cours de art plastique,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praesent vitae arcu urna. Nulla faucibus quam vitae porttitor euismod. Etiam non bibendum magna, eu consequat metus. Nulla facilisi. Quisque in tincidunt dui. Ut id facilisis erat. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Curabitur dapibus quam magna. Vestibulum maximus ante quis augue dapibus pharetra. Aenean gravida nulla leo, non congue erat bibendum ac. In tempus non ipsum sed euismod.",27,2013-12-24,454,art plastique,16,16
60,Cours de sport,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",28,2015-12-12,852,sport,18,18
61,Cours de anglais,"Phasellus malesuada, sem non sollicitudin pharetra, purus ligula blandit odio, cursus sodales sapien justo sed massa. Aliquam suscipit venenatis lacinia. In hac habitasse platea dictumst. Morbi sagittis luctus risus, sed suscipit dui tempus eu. Phasellus a arcu ultricies, facilisis purus in, cursus erat. Sed augue dui, pretium ac nisi interdum, iaculis accumsan eros. Nulla euismod augue in nisi ultricies pulvinar. Maecenas eu leo sed enim dignissim semper sit amet quis sapien. Nulla sollicitudin urna eu leo consequat, ac ullamcorper diam rutrum. Sed quis suscipit metus.",21,2016-04-25,733,anglais,11,11
62,Cours de géographie,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",28,2015-01-25,124,géographie,16,16
63,Cours de musique,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",25,2015-05-12,272,musique,11,11
64,Cours de économie,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",26,2016-08-04,80,économie,13,13
65,Cours de chimie,"Phasellus malesuada, sem non sollicitudin pharetra, purus ligula blandit odio, cursus sodales sapien justo sed massa. Aliquam suscipit venenatis lacinia. In hac habitasse platea dictumst. Morbi sagittis luctus risus, sed suscipit dui tempus eu. Phasellus a arcu ultricies, facilisis purus in, cursus erat. Sed augue dui, pretium ac nisi interdum, iaculis accumsan eros. Nulla euismod augue in nisi ultricies pulvinar. Maecenas eu leo sed enim dignissim semper sit amet quis sapien. Nulla sollicitudin urna eu leo consequat, ac ullamcorper diam rutrum. Sed quis suscipit metus.",27,2016-07-25,98,chimie,14,14
66,Cours de informatique,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",17,2014-04-02,571,informatique,7,7
67,Cours de sport,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",16,2014-06-02,879,sport,6,6
68,Cours de physique,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",16,2016-08-11,574,physique,5,5
69,Cours de économie,"Phasellus malesuada, sem non sollicitudin pharetra, purus ligula blandit odio, cursus sodales sapien justo sed massa. Aliquam suscipit venenatis lacinia. In hac habitasse platea dictumst. Morbi sagittis luctus risus, sed suscipit dui tempus eu. Phasellus a arcu ultricies, facilisis purus in, cursus erat. Sed augue dui, pretium ac nisi interdum, iaculis accumsan eros. Nulla euismod augue in nisi ultricies pulvinar. Maecenas eu leo sed enim dignissim semper sit amet quis sapien. Nulla sollicitudin urna eu leo consequat, ac ullamcorper diam rutrum. Sed quis suscipit metus.",11,2014-09-05,679,économie,1,1
70,Cours de histoire,"Curabitur convallis eleifend tincidunt. Sed at nibh et orci consectetur tempor ut eget nisi. Vivamus sed sodales est, nec porta urna. Cras vel justo eu tortor mollis porta sollicitudin sit amet mauris. Integer vel orci vitae lectus rhoncus scelerisque vel quis magna. Vivamus luctus mollis tortor, nec gravida lorem malesuada molestie. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Duis viverra placerat leo. Aliquam vel justo a justo faucibus malesuada. Donec feugiat tellus a diam imperdiet lobortis. Phasellus feugiat fermentum vulputate. Sed sollicitudin orci in gravida feugiat. Curabitur quis finibus leo.",19,2014-05-09,365,histoire,9,9
71,Cours de sport,"Suspendisse sit amet pharetra augue, quis semper augue. Vivamus vel nunc cursus, cursus ante quis, dictum eros. Etiam a purus metus. Praesent at elit ullamcorper, lobortis ipsum eget, tempus ligula. Integer urna erat, consequat id sapien ac, commodo vestibulum nisl. In odio ligula, iaculis hendrerit eros ac, viverra bibendum risus. Donec vulputate ligula neque, eget malesuada nibh venenatis sit amet. Nunc laoreet odio et venenatis congue. Suspendisse leo eros, rhoncus ultrices sem sed, efficitur luctus tortor. Curabitur nec eros sit amet mi condimentum molestie.",31,2014-06-21,116,sport,18,18
