date_inscription,date_realisation,proposition_cours,participant,duree,etat
2015-09-16      ,2015-09-17      ,1671             ,1072       ,2    ,1
2014-07-17      ,2014-07-18      ,1672             ,1020       ,1    ,1
2015-09-07      ,2015-09-08      ,1673             ,1025       ,2    ,1
2015-08-30      ,2015-08-31      ,1674             ,1076       ,2    ,1
2014-08-02      ,2014-08-03      ,1675             ,1072       ,3    ,1
2016-02-23      ,2016-02-24      ,1676             ,1088       ,1    ,1
2016-10-21      ,2016-10-22      ,1677             ,1081       ,3    ,1
2016-05-17      ,2016-05-18      ,1678             ,1085       ,2    ,1
2016-10-14      ,2016-10-15      ,1679             ,1022       ,3    ,1
2014-02-28      ,2014-03-01      ,1680             ,1086       ,2    ,1
2015-07-22      ,2015-07-23      ,1681             ,1047       ,3    ,1
2016-09-23      ,2016-09-24      ,1682             ,1030       ,3    ,1
2014-06-18      ,2014-06-19      ,1683             ,1044       ,1    ,1
2014-01-05      ,2014-01-06      ,1684             ,1069       ,1    ,1
2015-10-27      ,2015-10-28      ,1685             ,1045       ,1    ,1
2016-02-03      ,2016-02-04      ,1686             ,1058       ,2    ,1
2014-07-19      ,2014-07-20      ,1687             ,1007       ,2    ,1
2015-06-04      ,2015-06-05      ,1688             ,1059       ,1    ,1
2015-08-28      ,2015-08-29      ,1689             ,1093       ,1    ,1
2014-06-23      ,2014-06-24      ,1690             ,1029       ,1    ,1
2016-05-24      ,2016-05-25      ,1691             ,1080       ,1    ,1
2014-08-01      ,2014-08-02      ,1692             ,1056       ,3    ,1
2015-03-19      ,2015-03-20      ,1693             ,1079       ,2    ,1
2016-10-16      ,2016-10-17      ,1694             ,1035       ,2    ,1
2015-10-30      ,2015-10-31      ,1695             ,1042       ,2    ,1
2016-01-10      ,2016-01-11      ,1696             ,1080       ,3    ,1
2015-04-11      ,2015-04-12      ,1697             ,1086       ,1    ,1
2016-10-24      ,2016-10-25      ,1698             ,1004       ,2    ,1
2015-10-29      ,2015-10-30      ,1699             ,1061       ,1    ,1
2014-03-29      ,2014-03-30      ,1700             ,1065       ,3    ,1
2016-06-02      ,2016-06-03      ,1701             ,1063       ,3    ,1
2014-02-14      ,2014-02-15      ,1702             ,1037       ,2    ,1
2014-05-14      ,2014-05-15      ,1703             ,1021       ,3    ,1
2014-03-25      ,2014-03-26      ,1704             ,1046       ,2    ,1
2015-09-13      ,2015-09-14      ,1705             ,1022       ,3    ,1
2016-05-26      ,2016-05-27      ,1706             ,1061       ,3    ,1
2015-03-30      ,2015-03-31      ,1707             ,1078       ,1    ,1
2015-11-21      ,2015-11-22      ,1708             ,1005       ,1    ,1
2016-03-29      ,2016-03-30      ,1709             ,1018       ,1    ,1
2014-01-06      ,2014-01-07      ,1710             ,1077       ,2    ,1
2014-04-27      ,2014-04-28      ,1711             ,1086       ,3    ,1
2014-10-19      ,2014-10-20      ,1712             ,1045       ,1    ,1
2016-04-14      ,2016-04-15      ,1713             ,1041       ,2    ,1
2015-04-22      ,2015-04-23      ,1714             ,1045       ,3    ,1
2014-08-15      ,2014-08-16      ,1715             ,1077       ,3    ,1
2014-07-15      ,2014-07-16      ,1716             ,1011       ,3    ,1
2014-11-20      ,2014-11-21      ,1717             ,1076       ,3    ,1
2015-12-18      ,2015-12-19      ,1718             ,1093       ,2    ,1
2016-11-03      ,2016-11-04      ,1719             ,1044       ,2    ,1
2016-03-31      ,2016-04-01      ,1720             ,1027       ,1    ,1
2015-05-03      ,2015-05-04      ,1721             ,1067       ,3    ,1
2016-02-25      ,2016-02-26      ,1722             ,1084       ,1    ,1
2014-07-01      ,2014-07-02      ,1723             ,1007       ,2    ,1
2015-06-25      ,2015-06-26      ,1724             ,1011       ,3    ,1
2015-01-01      ,2015-01-02      ,1725             ,1074       ,1    ,1
2016-10-07      ,2016-10-08      ,1726             ,1012       ,3    ,1
2015-03-24      ,2015-03-25      ,1727             ,1086       ,2    ,1
2016-06-29      ,2016-06-30      ,1728             ,1071       ,1    ,1
2014-05-02      ,2014-05-03      ,1729             ,1021       ,2    ,1
2016-03-17      ,2016-03-18      ,1730             ,1077       ,3    ,1
2016-04-03      ,2016-04-04      ,1731             ,1062       ,2    ,1
2014-05-09      ,2014-05-10      ,1732             ,1078       ,3    ,1
2016-09-17      ,2016-09-18      ,1733             ,1070       ,2    ,1
2014-07-20      ,2014-07-21      ,1734             ,1020       ,1    ,1
2016-02-20      ,2016-02-21      ,1735             ,1045       ,2    ,1
2014-04-12      ,2014-04-13      ,1736             ,1066       ,3    ,1
2015-12-28      ,2015-12-29      ,1737             ,1076       ,1    ,1
2014-04-28      ,2014-04-29      ,1738             ,1026       ,1    ,1
2015-03-24      ,2015-03-25      ,1739             ,1030       ,1    ,1
2015-05-31      ,2015-06-01      ,1740             ,1006       ,1    ,1
2014-10-02      ,2014-10-03      ,1741             ,1096       ,1    ,1
2016-01-17      ,2016-01-18      ,1742             ,1009       ,2    ,1
2014-11-05      ,2014-11-06      ,1743             ,1052       ,3    ,1
2014-06-18      ,2014-06-19      ,1744             ,1005       ,3    ,1
2014-03-26      ,2014-03-27      ,1745             ,1002       ,3    ,1
2016-11-05      ,2016-11-06      ,1746             ,1035       ,1    ,1
2014-12-17      ,2014-12-18      ,1747             ,1026       ,3    ,1
2014-05-20      ,2014-05-21      ,1748             ,1077       ,1    ,1
2016-08-02      ,2016-08-03      ,1749             ,1035       ,1    ,1
2014-06-20      ,2014-06-21      ,1750             ,1075       ,1    ,1
2015-10-16      ,2015-10-17      ,1751             ,1060       ,3    ,1
2015-06-07      ,2015-06-08      ,1752             ,1056       ,3    ,1
2014-03-30      ,2014-03-31      ,1753             ,1043       ,1    ,1
2016-01-07      ,2016-01-08      ,1754             ,1032       ,2    ,1
2016-01-28      ,2016-01-29      ,1755             ,1004       ,1    ,1
2014-03-30      ,2014-03-31      ,1756             ,1054       ,3    ,1
2016-02-12      ,2016-02-13      ,1757             ,1083       ,2    ,1
2014-12-08      ,2014-12-09      ,1758             ,1075       ,2    ,1
2014-07-15      ,2014-07-16      ,1759             ,1066       ,1    ,1
2015-08-17      ,2015-08-18      ,1760             ,1016       ,2    ,1
2015-05-05      ,2015-05-06      ,1761             ,1005       ,1    ,1
2015-06-24      ,2015-06-25      ,1762             ,1088       ,2    ,1
2015-08-09      ,2015-08-10      ,1763             ,1057       ,3    ,1
2016-02-17      ,2016-02-18      ,1764             ,1005       ,3    ,1
2016-10-07      ,2016-10-08      ,1765             ,1019       ,3    ,1
2016-05-24      ,2016-05-25      ,1766             ,1061       ,3    ,1
2016-12-03      ,2016-12-04      ,1767             ,1072       ,1    ,1
2014-08-03      ,2014-08-04      ,1768             ,1002       ,2    ,1
2016-03-20      ,2016-03-21      ,1769             ,1014       ,2    ,1
2016-02-14      ,2016-02-15      ,1770             ,1081       ,1    ,1
2015-08-23      ,2015-08-24      ,1771             ,1008       ,1    ,1
2014-02-18      ,2014-02-19      ,1772             ,1090       ,3    ,1
2015-03-25      ,2015-03-26      ,1773             ,1074       ,3    ,1
2016-07-12      ,2016-07-13      ,1774             ,1099       ,3    ,1
2015-05-28      ,2015-05-29      ,1775             ,1088       ,1    ,1
2016-06-02      ,2016-06-03      ,1776             ,1005       ,2    ,1
2015-07-08      ,2015-07-09      ,1777             ,1071       ,3    ,1
2015-03-08      ,2015-03-09      ,1778             ,1098       ,2    ,1
2016-08-10      ,2016-08-11      ,1779             ,1085       ,3    ,1
2015-07-15      ,2015-07-16      ,1780             ,1094       ,2    ,1
2016-01-27      ,2016-01-28      ,1781             ,1000       ,2    ,1
2014-12-24      ,2014-12-25      ,1782             ,1008       ,2    ,1
2014-12-01      ,2014-12-02      ,1783             ,1018       ,2    ,1
2014-02-11      ,2014-02-12      ,1784             ,1023       ,2    ,1
2016-10-10      ,2016-10-11      ,1785             ,1056       ,1    ,1
2015-12-17      ,2015-12-18      ,1786             ,1064       ,2    ,1
2016-11-30      ,2016-12-01      ,1787             ,1086       ,3    ,1
2016-12-27      ,2016-12-28      ,1788             ,1074       ,2    ,1
2014-12-23      ,2014-12-24      ,1789             ,1069       ,2    ,1
2014-05-05      ,2014-05-06      ,1790             ,1038       ,2    ,1
2017-01-14      ,2017-01-15      ,1791             ,1007       ,1    ,1
2014-08-30      ,2014-08-31      ,1792             ,1022       ,1    ,1
2015-06-30      ,2015-07-01      ,1793             ,1050       ,1    ,1
2015-07-02      ,2015-07-03      ,1794             ,1092       ,2    ,1
2014-05-11      ,2014-05-12      ,1795             ,1030       ,1    ,1
2016-06-04      ,2016-06-05      ,1796             ,1005       ,2    ,1
2015-05-21      ,2015-05-22      ,1797             ,1014       ,2    ,1
2015-10-30      ,2015-10-31      ,1798             ,1062       ,1    ,1
2015-10-20      ,2015-10-21      ,1799             ,1038       ,2    ,1
2014-03-24      ,2014-03-25      ,1800             ,1034       ,3    ,1
2015-01-17      ,2015-01-18      ,1801             ,1008       ,3    ,1
2016-01-11      ,2016-01-12      ,1802             ,1030       ,2    ,1
2014-07-08      ,2014-07-09      ,1803             ,1092       ,2    ,1
2014-01-12      ,2014-01-13      ,1804             ,1067       ,3    ,1
2016-07-31      ,2016-08-01      ,1805             ,1022       ,2    ,1
2014-07-22      ,2014-07-23      ,1806             ,1057       ,2    ,1
2016-03-04      ,2016-03-05      ,1807             ,1052       ,2    ,1
2015-05-17      ,2015-05-18      ,1808             ,1015       ,2    ,1
2015-11-23      ,2015-11-24      ,1809             ,1005       ,2    ,1
2016-11-04      ,2016-11-05      ,1810             ,1023       ,3    ,1
2016-11-03      ,2016-11-04      ,1811             ,1037       ,2    ,1
2014-12-12      ,2014-12-13      ,1812             ,1074       ,3    ,1
2015-09-09      ,2015-09-10      ,1813             ,1029       ,1    ,1
2015-07-13      ,2015-07-14      ,1814             ,1013       ,1    ,1
2014-12-20      ,2014-12-21      ,1815             ,1077       ,2    ,1
2016-04-27      ,2016-04-28      ,1816             ,1047       ,1    ,1
2015-04-08      ,2015-04-09      ,1817             ,1028       ,3    ,1
2014-06-05      ,2014-06-06      ,1818             ,1086       ,2    ,1
2014-03-11      ,2014-03-12      ,1819             ,1069       ,2    ,1
2015-11-17      ,2015-11-18      ,1820             ,1037       ,1    ,1
2015-07-18      ,2015-07-19      ,1821             ,1013       ,1    ,1
2016-12-03      ,2016-12-04      ,1822             ,1039       ,1    ,1
2014-10-30      ,2014-10-31      ,1823             ,1077       ,2    ,1
2014-01-10      ,2014-01-11      ,1824             ,1057       ,3    ,1
2016-09-01      ,2016-09-02      ,1825             ,1087       ,1    ,1
2014-07-24      ,2014-07-25      ,1826             ,1048       ,1    ,1
2015-10-05      ,2015-10-06      ,1827             ,1074       ,3    ,1
2014-12-14      ,2014-12-15      ,1828             ,1058       ,2    ,1
2015-04-16      ,2015-04-17      ,1829             ,1065       ,3    ,1
2016-10-12      ,2016-10-13      ,1830             ,1039       ,1    ,1
2014-06-26      ,2014-06-27      ,1831             ,1026       ,2    ,1
2014-03-11      ,2014-03-12      ,1832             ,1002       ,2    ,1
2014-06-30      ,2014-07-01      ,1833             ,1054       ,2    ,1
2015-10-27      ,2015-10-28      ,1834             ,1059       ,2    ,1
2016-12-13      ,2016-12-14      ,1835             ,1053       ,3    ,1
2016-06-24      ,2016-06-25      ,1836             ,1085       ,1    ,1
2016-11-13      ,2016-11-14      ,1837             ,1021       ,2    ,1
2016-02-22      ,2016-02-23      ,1838             ,1069       ,1    ,1
2017-02-13      ,2017-02-14      ,1839             ,1079       ,1    ,1
2016-10-20      ,2016-10-21      ,1840             ,1026       ,3    ,1
2015-10-03      ,2015-10-04      ,1841             ,1074       ,2    ,1
2015-07-21      ,2015-07-22      ,1842             ,1044       ,1    ,1
2016-05-19      ,2016-05-20      ,1843             ,1058       ,1    ,1
2016-07-09      ,2016-07-10      ,1844             ,1073       ,2    ,1
2014-09-19      ,2014-09-20      ,1845             ,1040       ,2    ,1
2016-01-18      ,2016-01-19      ,1846             ,1006       ,1    ,1
2016-08-26      ,2016-08-27      ,1847             ,1070       ,1    ,1
2016-01-12      ,2016-01-13      ,1848             ,1089       ,2    ,1
2016-08-02      ,2016-08-03      ,1849             ,1012       ,1    ,1
2015-04-08      ,2015-04-09      ,1850             ,1040       ,1    ,1
2016-03-03      ,2016-03-04      ,1851             ,1063       ,3    ,1
2016-12-12      ,2016-12-13      ,1852             ,1052       ,1    ,1
2016-11-04      ,2016-11-05      ,1853             ,1061       ,3    ,1
2014-11-04      ,2014-11-05      ,1854             ,1029       ,1    ,1
2014-10-27      ,2014-10-28      ,1855             ,1062       ,3    ,1
2014-08-30      ,2014-08-31      ,1856             ,1002       ,3    ,1
2014-11-04      ,2014-11-05      ,1857             ,1007       ,3    ,1
2015-07-22      ,2015-07-23      ,1858             ,1070       ,3    ,1
2016-06-29      ,2016-06-30      ,1859             ,1090       ,2    ,1
2016-02-07      ,2016-02-08      ,1860             ,1036       ,3    ,1
2015-04-22      ,2015-04-23      ,1861             ,1094       ,2    ,1
2016-11-05      ,2016-11-06      ,1862             ,1016       ,1    ,1
2014-08-23      ,2014-08-24      ,1863             ,1051       ,1    ,1
2016-04-22      ,2016-04-23      ,1864             ,1041       ,1    ,1
2014-08-01      ,2014-08-02      ,1865             ,1005       ,2    ,1
2014-06-20      ,2014-06-21      ,1866             ,1098       ,2    ,1
2016-01-11      ,2016-01-12      ,1867             ,1045       ,2    ,1
2016-02-16      ,2016-02-17      ,1868             ,1022       ,1    ,1
2014-11-17      ,2014-11-18      ,1869             ,1086       ,2    ,1
2014-06-28      ,2014-06-29      ,1870             ,1057       ,2    ,1
2016-05-27      ,2016-05-28      ,1871             ,1048       ,1    ,1
2016-02-17      ,2016-02-18      ,1872             ,1013       ,2    ,1
2016-12-24      ,2016-12-25      ,1873             ,1025       ,1    ,1
2016-08-26      ,2016-08-27      ,1874             ,1087       ,1    ,1
2014-05-19      ,2014-05-20      ,1875             ,1041       ,2    ,1
2014-05-23      ,2014-05-24      ,1876             ,1087       ,3    ,1
2014-10-10      ,2014-10-11      ,1877             ,1047       ,3    ,1
2014-09-28      ,2014-09-29      ,1878             ,1010       ,3    ,1
2016-06-16      ,2016-06-17      ,1879             ,1010       ,1    ,1
2014-08-01      ,2014-08-02      ,1880             ,1009       ,1    ,1
2015-07-08      ,2015-07-09      ,1881             ,1078       ,3    ,1
2015-06-02      ,2015-06-03      ,1882             ,1071       ,1    ,1
2015-02-24      ,2015-02-25      ,1883             ,1056       ,2    ,1
2016-05-30      ,2016-05-31      ,1884             ,1077       ,3    ,1
2016-02-10      ,2016-02-11      ,1885             ,1043       ,2    ,1
2016-04-21      ,2016-04-22      ,1886             ,1036       ,3    ,1
2015-11-14      ,2015-11-15      ,1887             ,1034       ,2    ,1
2016-04-18      ,2016-04-19      ,1888             ,1095       ,2    ,1
2014-09-01      ,2014-09-02      ,1889             ,1003       ,1    ,1
2014-05-31      ,2014-06-01      ,1890             ,1083       ,1    ,1
2014-08-27      ,2014-08-28      ,1891             ,1071       ,2    ,1
2015-11-30      ,2015-12-01      ,1892             ,1045       ,2    ,1
2015-11-13      ,2015-11-14      ,1893             ,1017       ,2    ,1
2014-09-24      ,2014-09-25      ,1894             ,1023       ,1    ,1
2015-02-20      ,2015-02-21      ,1895             ,1059       ,1    ,1
2014-12-15      ,2014-12-16      ,1896             ,1010       ,3    ,1
2015-07-28      ,2015-07-29      ,1897             ,1081       ,2    ,1
2015-08-24      ,2015-08-25      ,1898             ,1085       ,3    ,1
2014-12-17      ,2014-12-18      ,1899             ,1029       ,3    ,1
2014-12-31      ,2015-01-01      ,1900             ,1023       ,2    ,1
2014-08-06      ,2014-08-07      ,1901             ,1085       ,2    ,1
2016-10-21      ,2016-10-22      ,1902             ,1076       ,1    ,1
2014-03-27      ,2014-03-28      ,1903             ,1091       ,2    ,1
2014-03-16      ,2014-03-17      ,1904             ,1036       ,1    ,1
2016-11-12      ,2016-11-13      ,1905             ,1097       ,1    ,1
2014-05-06      ,2014-05-07      ,1906             ,1034       ,3    ,1
2016-07-22      ,2016-07-23      ,1907             ,1003       ,2    ,1
2016-08-06      ,2016-08-07      ,1908             ,1050       ,3    ,1
2015-06-03      ,2015-06-04      ,1909             ,1011       ,3    ,1
2015-08-30      ,2015-08-31      ,1910             ,1047       ,2    ,1
2015-01-06      ,2015-01-07      ,1911             ,1070       ,3    ,1
2015-12-09      ,2015-12-10      ,1912             ,1096       ,2    ,1
2014-04-06      ,2014-04-07      ,1913             ,1096       ,2    ,1
2014-09-06      ,2014-09-07      ,1914             ,1006       ,2    ,1
2016-11-16      ,2016-11-17      ,1915             ,1074       ,1    ,1
2016-07-20      ,2016-07-21      ,1916             ,1001       ,1    ,1
2015-06-06      ,2015-06-07      ,1917             ,1007       ,2    ,1
2015-12-12      ,2015-12-13      ,1918             ,1085       ,2    ,1
2014-05-23      ,2014-05-24      ,1919             ,1079       ,3    ,1
2014-02-27      ,2014-02-28      ,1920             ,1004       ,3    ,1
2015-10-08      ,2015-10-09      ,1921             ,1030       ,2    ,1
2014-12-24      ,2014-12-25      ,1922             ,1029       ,2    ,1
2016-04-30      ,2016-05-01      ,1923             ,1048       ,2    ,1
2015-03-20      ,2015-03-21      ,1924             ,1007       ,1    ,1
2016-08-07      ,2016-08-08      ,1925             ,1085       ,3    ,1
2017-01-31      ,2017-02-01      ,1926             ,1088       ,1    ,1
2016-10-18      ,2016-10-19      ,1927             ,1071       ,3    ,1
2014-10-31      ,2014-11-01      ,1928             ,1007       ,2    ,1
2016-03-07      ,2016-03-08      ,1929             ,1059       ,1    ,1
2014-09-25      ,2014-09-26      ,1930             ,1062       ,3    ,1
2016-05-30      ,2016-05-31      ,1931             ,1057       ,2    ,1
2016-08-18      ,2016-08-19      ,1932             ,1061       ,2    ,1
2015-01-19      ,2015-01-20      ,1933             ,1068       ,2    ,1
2015-07-12      ,2015-07-13      ,1934             ,1092       ,2    ,1
2015-10-29      ,2015-10-30      ,1935             ,1071       ,2    ,1
2016-07-13      ,2016-07-14      ,1936             ,1025       ,2    ,1
2015-11-01      ,2015-11-02      ,1937             ,1018       ,2    ,1
2014-07-27      ,2014-07-28      ,1938             ,1057       ,1    ,1
2016-01-19      ,2016-01-20      ,1939             ,1081       ,2    ,1
2016-09-17      ,2016-09-18      ,1940             ,1035       ,3    ,1
2017-01-25      ,2017-01-26      ,1941             ,1035       ,1    ,1
2015-03-13      ,2015-03-14      ,1942             ,1061       ,2    ,1
2015-02-14      ,2015-02-15      ,1943             ,1075       ,1    ,1
2015-05-31      ,2015-06-01      ,1944             ,1037       ,1    ,1
2014-04-15      ,2014-04-16      ,1945             ,1079       ,1    ,1
2014-08-31      ,2014-09-01      ,1946             ,1067       ,1    ,1
2015-09-11      ,2015-09-12      ,1947             ,1026       ,1    ,1
2016-05-29      ,2016-05-30      ,1948             ,1073       ,2    ,1
2016-11-19      ,2016-11-20      ,1949             ,1092       ,3    ,1
2016-12-04      ,2016-12-05      ,1950             ,1080       ,1    ,1
2015-02-10      ,2015-02-11      ,1951             ,1080       ,2    ,1
2015-06-10      ,2015-06-11      ,1952             ,1040       ,2    ,1
2016-05-26      ,2016-05-27      ,1953             ,1032       ,1    ,1
2016-08-10      ,2016-08-11      ,1954             ,1033       ,1    ,1
2017-01-05      ,2017-01-06      ,1955             ,1016       ,2    ,1
2014-09-17      ,2014-09-18      ,1956             ,1069       ,2    ,1
2016-08-15      ,2016-08-16      ,1957             ,1059       ,1    ,1
2015-05-21      ,2015-05-22      ,1958             ,1039       ,3    ,1
2014-05-13      ,2014-05-14      ,1959             ,1048       ,2    ,1
2015-08-14      ,2015-08-15      ,1960             ,1058       ,3    ,1
2014-07-26      ,2014-07-27      ,1961             ,1070       ,2    ,1
2015-04-09      ,2015-04-10      ,1962             ,1036       ,2    ,1
2016-08-03      ,2016-08-04      ,1963             ,1093       ,3    ,1
2015-12-31      ,2016-01-01      ,1964             ,1002       ,1    ,1
2015-07-15      ,2015-07-16      ,1965             ,1035       ,3    ,1
2016-02-15      ,2016-02-16      ,1966             ,1093       ,1    ,1
2014-06-23      ,2014-06-24      ,1967             ,1050       ,3    ,1
2016-08-17      ,2016-08-18      ,1968             ,1024       ,1    ,1
2016-12-25      ,2016-12-26      ,1969             ,1052       ,3    ,1
2014-09-02      ,2014-09-03      ,1970             ,1073       ,1    ,1
2015-01-07      ,2015-01-08      ,1971             ,1003       ,3    ,1
2015-10-14      ,2015-10-15      ,1972             ,1017       ,1    ,1
2015-05-15      ,2015-05-16      ,1973             ,1048       ,2    ,1
2014-12-01      ,2014-12-02      ,1974             ,1062       ,3    ,1
2015-09-22      ,2015-09-23      ,1975             ,1057       ,1    ,1
2016-11-06      ,2016-11-07      ,1976             ,1040       ,1    ,1
2016-06-25      ,2016-06-26      ,1977             ,1084       ,2    ,1
2016-06-23      ,2016-06-24      ,1978             ,1071       ,1    ,1
2016-05-31      ,2016-06-01      ,1979             ,1087       ,1    ,1
2015-11-13      ,2015-11-14      ,1980             ,1022       ,1    ,1
2015-03-15      ,2015-03-16      ,1981             ,1094       ,3    ,1
2016-06-03      ,2016-06-04      ,1982             ,1051       ,3    ,1
2016-07-10      ,2016-07-11      ,1983             ,1021       ,3    ,1
2017-02-09      ,2017-02-10      ,1984             ,1001       ,3    ,1
2014-02-03      ,2014-02-04      ,1985             ,1082       ,1    ,1
2015-08-11      ,2015-08-12      ,1986             ,1025       ,2    ,1
2016-06-14      ,2016-06-15      ,1987             ,1034       ,1    ,1
2015-10-18      ,2015-10-19      ,1988             ,1076       ,2    ,1
2014-10-04      ,2014-10-05      ,1989             ,1022       ,2    ,1
2014-02-15      ,2014-02-16      ,1990             ,1041       ,1    ,1
2015-05-02      ,2015-05-03      ,1991             ,1061       ,1    ,1
2015-10-05      ,2015-10-06      ,1992             ,1070       ,1    ,1
2015-02-04      ,2015-02-05      ,1993             ,1094       ,2    ,1
2014-11-15      ,2014-11-16      ,1994             ,1037       ,2    ,1
2015-09-20      ,2015-09-21      ,1995             ,1086       ,3    ,1
2014-09-29      ,2014-09-30      ,1996             ,1055       ,3    ,1
2014-02-06      ,2014-02-07      ,1997             ,1085       ,2    ,1
2016-10-12      ,2016-10-13      ,1998             ,1055       ,1    ,1
2014-02-24      ,2014-02-25      ,1999             ,1004       ,3    ,1
